compound,flat_state
Hf1 Sn2 V1,1
Na1 Os2 Sr1,1
Cd1 Cu2 Te1,1
B1 Li2 Ta1,1
Be1 Fe2 Re1,1
Cu1 Re2 Te1,1
Hg1 Ti2 Zr1,1
Ca1 Pd2 Rh1,1
Co1 Mg2 Ti1,1
As1 Ba2 Si1,1
Co1 In2 Li1,1
Sn1 Sr2 Ta1,1
Al1 Fe2 Sn1,1
Br1 Ge2 Re1,1
P1 Se2 Tl1,1
Li1 Ta2 Te1,1
Ba1 Ge2 Mn1,1
Be1 Mo2 Tc1,1
As1 Nb2 Tc1,1
Cl1 Co2 Se1,1
Hf1 V2 W1,1
Au1 Be2 Li1,1
Cl1 In2 Se1,1
Hg1 Sr2 Ta1,1
Ca1 Hg2 Mg1,1
B1 Ca2 Pt1,1
Cr1 Hf2 Pd1,1
Ir1 Li2 Nb1,1
B1 Ba2 Ni1,1
Cl1 Mo2 Zn1,1
Au1 Be2 Ir1,1
Ge1 Ni2 V1,1
Hf1 Rh2 Ti1,1
As1 Br2 Cr1,1
Nb1 Ni2 Si1,1
Mg1 Ni2 V1,1
Se1 Ta2 Ti1,1
Al1 Be2 Co1,1
Br1 Mg2 Si1,1
Ca1 Mn2 Rh1,1
Ge1 Rh2 Ti1,1
Ir1 K2 Tc1,1
Fe1 Hf2 Os1,0
Br1 In2 Li1,1
As1 Br2 Ca1,1
Ca1 Re2 Sn1,1
Cr1 Ni2 Sr1,1
As1 Br2 Rh1,1
Ag1 Ir2 Se1,1
Hg1 Re2 W1,1
B1 Hg2 Ru1,1
In1 Ru2 Tl1,1
Ag1 Fe2 Mo1,1
Ag1 Ir2 Nb1,1
As1 Ir2 Pd1,1
Ag1 Bi2 Cr1,1
Fe1 Mn2 Tc1,1
Re1 Te2 W1,1
Bi1 In2 Zn1,1
Li1 P2 Se1,1
Au1 Hg2 W1,1
Ca1 Mn2 Ta1,1
Cu1 Mg2 P1,1
Cl1 Ge2 Re1,1
Br1 Co2 Te1,1
Ag1 Mn2 Na1,1
Au1 Bi2 Os1,1
Br1 Ir2 Tc1,1
Co1 Fe2 Mo1,1
K1 Na2 Ta1,1
Br1 Si2 Tl1,0
Hf1 Pt2 V1,1
Si1 Tc2 W1,1
Ba1 Cr2 Mo1,1
Sb1 Tc2 Zr1,1
As1 Au2 Nb1,1
Cd1 Mg2 Si1,1
As1 Br2 Cl1,1
As1 Ba2 Cl1,1
Au1 Ge2 Ru1,1
Pt1 Rh2 Zn1,1
Bi1 Pd2 Ti1,1
Au1 Ir2 Nb1,1
Be1 Pd2 Tl1,1
Cl1 Ga2 Si1,1
Cd1 P2 Pd1,1
Br1 Cl2 Ti1,1
B1 Pd2 Re1,0
Mg1 Si2 Tl1,1
Sn1 Sr2 Zr1,1
Cl1 Cu2 Fe1,1
Pd1 Rh2 Ru1,0
Al1 Co2 Ru1,1
Br1 Cd2 Rh1,1
Nb1 Tc2 Ti1,1
Nb1 Tc2 Zn1,1
Be1 Nb2 Ni1,1
As1 Ba2 Ta1,1
Ag1 Re2 Rh1,0
Cu1 Ga2 Pb1,1
Al1 Os2 Rh1,1
B1 Bi2 Li1,1
Li1 Pt2 Tl1,1
Cr1 Fe2 Nb1,1
K1 Nb2 Tc1,1
Ir1 Rh2 Ti1,1
Cu1 Si2 Sr1,1
Ni1 Sr2 Te1,1
As1 Cd2 Tl1,1
Pd1 Rh2 Ti1,1
K1 Re2 Ta1,1
Ag1 In2 Li1,1
Cd1 Cl2 Te1,1
Mg1 Ti2 V1,1
P1 V2 Zr1,1
As1 Co2 Sr1,1
Ca1 Os2 Tl1,1
Cu1 Sn2 Ti1,1
Ga1 K2 Re1,1
Ba1 Rh2 V1,1
Ge1 Li2 Na1,1
Au1 In2 Na1,0
Ge1 In2 Na1,1
Be1 Br2 Zr1,1
As1 Li2 Sn1,1
Nb1 Se2 Ta1,1
Ag1 Sb2 V1,1
Be1 Mg2 Se1,1
Mg1 Sr2 Ta1,1
Cu1 Ir2 Sb1,1
B1 Bi2 Nb1,1
Ba1 Br2 V1,1
K1 Mn2 Se1,1
Ir1 Sb2 Te1,1
Nb1 Rh2 V1,1
Au1 Ir2 K1,1
Ga1 Nb2 Rh1,1
Ca1 Ge2 Ir1,1
B1 Mo2 Tl1,1
B1 Ni2 Ti1,1
K1 Mn2 Ti1,1
Br1 Ga2 In1,1
As1 P2 W1,1
K1 Sr2 Zn1,1
Mg1 Os2 Sb1,1
Re1 Rh2 W1,1
Cl1 Ga2 Tl1,1
B1 Ru2 Sb1,1
Bi1 Cu2 Tc1,1
Hf1 Ni2 Pb1,1
Ba1 Se2 Tc1,1
Al1 Br2 Zr1,1
K1 Mn2 Sn1,1
Ag1 Hg2 Nb1,1
Ni1 Ru2 V1,1
As1 Fe2 Ti1,1
Li1 Nb2 Zn1,1
Fe1 Na2 Nb1,1
Cu1 Hg2 Zr1,1
B1 Hf2 Zn1,1
As1 B2 Ir1,1
B1 Ga2 Mg1,1
Cu1 Se2 Tl1,1
Cd1 Fe2 Te1,1
Ga1 Mg2 Rh1,1
Cu1 Mo2 Sb1,1
Ta1 Ti2 Zr1,1
Al1 Pt2 Re1,1
Cd1 Hf2 Ni1,1
Ag1 Hg2 P1,1
Cu1 K2 Te1,1
Ag1 Tl2 Zr1,1
B1 Ge2 Zr1,1
As1 Hf2 Ir1,1
Co1 Hg2 Ta1,1
Au1 Pd2 Rh1,1
Cu1 Mn2 Zr1,1
Cd1 Ni2 P1,1
Al1 Cu2 Os1,1
Bi1 In2 K1,1
Ca1 Cr2 Re1,1
B1 Cu2 Hg1,1
Ag1 Os2 Re1,1
Ge1 Ta2 Zr1,1
Pd1 Ta2 Zr1,1
Ga1 Rh2 Ru1,1
Mn1 Sn2 Zr1,1
Ag1 Se2 Zn1,1
Br1 Cr2 Ti1,1
Pt1 Re2 Ru1,1
Cl1 Cr2 Sb1,1
Be1 In2 Rh1,1
Br1 Si2 Ta1,1
Bi1 Li2 Mn1,1
K1 Li2 Nb1,1
Ni1 Pb2 Sb1,1
Re1 Sr2 V1,1
Ga1 Pd2 Sb1,1
Au1 Cu2 P1,1
Mn1 Rh2 Si1,1
B1 K2 Tc1,1
Ag1 Hf2 Tl1,1
Na1 Nb2 Zr1,1
Ag1 B2 Cr1,1
Ca1 Cd2 Pd1,1
Au1 Cl2 Ge1,1
Ge1 K2 Zr1,1
Br1 Cu2 Pt1,1
Os1 Sn2 Tc1,1
Al1 Pt2 Zr1,1
Cl1 Pb2 Pt1,1
Nb1 Ru2 W1,1
Co1 Pt2 W1,1
Ba1 Cu2 Zn1,1
Ru1 Sb2 Ti1,1
Co1 Ni2 Ta1,1
Hg1 K2 Ru1,1
Cu1 Ga2 P1,1
Ag1 B2 Hg1,1
Ag1 Cl2 Mn1,1
Au1 Cu2 Li1,1
As1 Na2 V1,1
Be1 Cu2 Mg1,1
Cd1 K2 Se1,1
Mo1 P2 Sr1,1
Ag1 Hf2 Nb1,0
Nb1 Tl2 W1,1
Fe1 Nb2 Rh1,1
Cr1 Si2 W1,1
Ba1 Ir2 Mo1,1
Bi1 Pd2 Tc1,1
Br1 Ga2 Sn1,1
B1 Li2 Mg1,1
In1 Ti2 Tl1,1
Ba1 Br2 Mn1,1
Co1 Hf2 V1,1
Cd1 Ga2 V1,0
Mn1 Mo2 Re1,1
Sb1 Tl2 Zn1,1
Bi1 Ru2 Ta1,1
Br1 Cd2 Tc1,1
B1 Fe2 Li1,1
Hg1 Se2 Te1,1
Al1 Co2 Nb1,1
Ga1 P2 Re1,1
Ba1 Si2 Sn1,1
Ag1 K2 Se1,1
Ca1 P2 Ta1,1
Ba1 Ir2 Li1,1
Al1 Mo2 Tc1,1
Hf1 Ru2 Si1,1
As1 Cd2 Fe1,1
Cr1 Ni2 Ta1,1
Al1 K2 V1,1
Ir1 Nb2 Si1,1
Bi1 Pt2 Te1,1
Fe1 In2 Os1,1
Co1 Cu2 P1,1
Pt1 Rh2 Zr1,1
Be1 Cu2 Si1,1
Ag1 Be2 Ga1,1
As1 Au2 Tl1,1
Na1 Tl2 V1,1
Be1 Re2 Si1,1
Ag1 Ge2 W1,1
Br1 Ca2 Ge1,1
As1 Br2 Ge1,1
Ag1 Cd2 K1,1
Ca1 Cr2 Tl1,1
Ba1 K2 Ru1,1
Hf1 K2 W1,1
Cl1 Nb2 W1,1
Ga1 Rh2 Sn1,1
Fe1 Li2 Re1,1
Pt1 Te2 Tl1,1
Ge1 Hf2 Sn1,1
Cu1 Na2 Sb1,1
Ge1 Rh2 Se1,1
Ba1 Co2 Li1,1
K1 Mn2 Ta1,1
Hf1 Nb2 Pt1,1
Li1 Nb2 Sn1,1
Hf1 Ni2 W1,1
Co1 Ta2 V1,1
As1 Ge2 Ti1,1
Ag1 Cd2 Si1,1
K1 Re2 Te1,1
Be1 Hf2 Os1,1
Ba1 Cr2 Ti1,1
Li1 Sb2 Ti1,1
Ir1 Sn2 Tc1,1
Hf1 Mo2 Pd1,1
Au1 Ga2 Sr1,1
Mn1 P2 W1,1
Au1 Mg2 Re1,1
Rh1 Tc2 Te1,1
Br1 Cl2 Li1,1
Au1 Ta2 Tc1,1
Fe1 Ni2 Sb1,1
Pb1 Sn2 V1,1
Al1 Hf2 Zn1,1
Os1 Sb2 V1,1
Fe1 Sb2 Zn1,1
Ba1 Ga2 Re1,1
Mn1 P2 Tl1,1
Cr1 Mn2 Zn1,1
Cu1 Li2 Tc1,1
Cl1 Ge2 Pb1,0
Hg1 Li2 Sb1,1
Hg1 K2 Pb1,1
Au1 Pt2 Ru1,1
Co1 Os2 Pb1,1
Mo1 Os2 Sn1,1
As1 Hg2 W1,1
Al1 Se2 Te1,1
Na1 Nb2 Ta1,1
Au1 Cr2 Hg1,1
Nb1 P2 Rh1,1
Ag1 K2 P1,1
Os1 Sr2 Tc1,1
As1 Mn2 Pb1,1
Ca1 Pb2 V1,0
Au1 Mn2 Si1,1
Fe1 Hg2 V1,1
Cl1 Os2 Sr1,1
Ge1 Sb2 Zn1,1
Bi1 Ga2 K1,1
B1 Pt2 W1,1
Ga1 Mg2 Ru1,0
Mn1 Nb2 Se1,1
B1 Sn2 Zn1,1
As1 Hf2 K1,1
Au1 Hg2 P1,1
Co1 Fe2 Ta1,1
In1 Te2 Ti1,1
B1 Mn2 P1,1
Au1 Sn2 Te1,1
Bi1 P2 Pt1,1
Be1 Cu2 Li1,1
Au1 Ir2 Mn1,1
K1 Li2 Tc1,1
B1 Hg2 Re1,1
Cl1 Fe2 Mo1,1
Be1 Br2 V1,1
Li1 Ru2 Sr1,1
Hg1 Rh2 Zn1,1
Ag1 Ca2 Cu1,1
As1 Cu2 Ni1,1
Na1 P2 Pd1,0
Cl1 Cu2 Ir1,1
Cl1 Re2 W1,1
B1 Ca2 Cu1,1
Pt1 Sn2 Tc1,1
As1 Hg2 Ni1,1
Au1 Ni2 Ta1,1
Au1 P2 Se1,1
B1 Mg2 Rh1,1
Cd1 Sb2 Tl1,1
Ag1 B2 Pd1,1
As1 Te2 V1,1
Al1 Rh2 Sn1,1
Au1 V2 W1,1
Cu1 Te2 V1,1
Ag1 Br2 W1,0
Li1 Nb2 P1,1
Co1 In2 Te1,1
Os1 Ta2 Te1,1
Bi1 Mn2 Sn1,1
Ba1 Ca2 In1,1
Au1 Pt2 Zn1,1
Be1 Co2 Re1,0
Li1 Mo2 Te1,1
Ni1 Te2 W1,1
B1 Fe2 Mg1,1
Be1 Mn2 Pd1,1
Ag1 Au2 Pd1,1
Co1 Hf2 Mo1,1
Br1 Li2 P1,1
Sb1 Sr2 Te1,1
Ag1 Sn2 V1,1
As1 Bi2 Pt1,1
Cl1 Cu2 Ni1,1
Mg1 Mo2 Si1,1
Fe1 Hg2 Ti1,1
Mg1 Pd2 Te1,1
Ba1 Bi2 Cr1,1
Ca1 P2 Sr1,1
Au1 Ga2 K1,1
Al1 P2 Zr1,1
As1 Hf2 Sr1,1
Cd1 K2 Rh1,1
Br1 Sb2 Se1,1
Au1 Sr2 Zn1,1
Co1 Fe2 Te1,1
As1 Os2 Te1,1
Te1 Ti2 W1,1
Br1 Ir2 Zn1,1
Au1 Ir2 Sb1,1
In1 Mn2 Mo1,1
Bi1 Cr2 Ga1,1
Au1 Ga2 Pb1,1
Ba1 Cl2 Hg1,1
Cd1 Cr2 Si1,1
Ba1 Cu2 Rh1,1
Ag1 Co2 K1,1
Cu1 Mo2 Sr1,1
Pb1 Ru2 Zn1,1
Fe1 Ga2 Tl1,1
Ag1 Bi2 Os1,1
Ag1 Ir2 Ti1,1
Ag1 Bi2 Ru1,1
B1 Ni2 Sb1,1
Br1 Cu2 K1,1
Bi1 Rh2 Sn1,1
As1 Fe2 Ge1,1
Au1 Br2 Mg1,1
Nb1 Tc2 Te1,0
Be1 Ir2 W1,1
Ru1 Se2 Ta1,1
Cl1 Fe2 Os1,1
Fe1 Mn2 Si1,1
Au1 Mn2 Ti1,1
Au1 Ba2 Ir1,1
Co1 K2 Tc1,1
Fe1 Nb2 Re1,1
Ag1 Ni2 Zr1,1
Au1 Pt2 Re1,1
Cd1 Cu2 Na1,1
As1 Nb2 Se1,1
Au1 Cr2 Ta1,1
As1 Pt2 W1,1
Ca1 Ge2 Mn1,1
As1 B2 W1,1
Pt1 Sn2 Zr1,1
Al1 Ga2 Ir1,1
Cl1 Si2 Te1,1
Fe1 Pt2 W1,1
Ca1 Co2 Mn1,1
Cd1 Ga2 Ge1,1
Cd1 Mn2 Pd1,1
Ba1 Pt2 Tl1,1
Re1 Sn2 Ti1,1
Ba1 Os2 P1,1
Ge1 Mo2 Sb1,1
Cd1 Cr2 Hg1,1
Al1 Nb2 Ni1,1
Fe1 Pd2 Rh1,1
Ca1 Ru2 V1,1
Hg1 Mg2 Pb1,1
Pb1 Pd2 Zr1,1
As1 Ge2 W1,1
As1 Cl2 Ti1,1
Ge1 Nb2 Ta1,1
Cd1 Mn2 Te1,1
Hf1 Pb2 Zn1,1
Bi1 Cl2 Sr1,1
Ga1 Pd2 Ru1,1
Au1 Nb2 Ta1,1
Ag1 Hg2 Se1,1
Hf1 Ir2 Ru1,1
Bi1 Mo2 Tc1,1
Ag1 Ga2 V1,1
Cd1 Tl2 V1,1
Ga1 Nb2 Zr1,1
Al1 Re2 Sr1,1
Bi1 Nb2 Se1,1
Ag1 B2 Sr1,1
Ba1 P2 Te1,1
As1 B2 Ba1,1
Bi1 Ni2 Tc1,1
Be1 In2 Nb1,1
Cl1 Li2 Rh1,1
Al1 Au2 Cu1,1
Cl1 Pt2 V1,1
Ga1 Pt2 Si1,1
Sr1 Te2 W1,1
Ca1 Cl2 Pd1,1
Bi1 Nb2 Os1,1
Mo1 Os2 Ru1,1
Fe1 Hg2 Tc1,1
Ag1 Nb2 Ni1,1
Rh1 Ru2 Ti1,1
As1 Ru2 Tl1,1
Nb1 P2 Sb1,1
Ge1 Li2 Mn1,1
Ir1 Tc2 Ti1,1
Be1 Ca2 Ga1,1
Ag1 Mn2 Sr1,1
Be1 Sr2 Ta1,1
Ga1 Ir2 Re1,1
Br1 Sb2 Sn1,1
Ba1 Ga2 Mg1,1
As1 Mn2 Ti1,1
Cu1 Li2 V1,1
Na1 Pb2 V1,1
Cr1 Os2 Se1,1
Cu1 Mn2 Zn1,1
Hg1 V2 Zr1,1
Al1 Ba2 Ti1,1
Ga1 Ir2 Mn1,1
Ag1 Cu2 Se1,1
In1 Mg2 Pb1,1
Ba1 Br2 Ta1,1
Sn1 Ta2 Ti1,1
Co1 Cr2 Pd1,1
Hf1 Mo2 Re1,1
Al1 Be2 Se1,0
Pd1 Ta2 Tc1,1
Cl1 Sn2 Zn1,1
Al1 Au2 Na1,1
Cu1 In2 Os1,1
Nb1 Pd2 V1,1
Al1 Ni2 Pt1,1
Co1 Os2 Zr1,0
Re1 Ta2 Te1,1
Cu1 Fe2 V1,0
As1 Ba2 Os1,1
B1 Cl2 Pb1,1
Au1 Rh2 Tl1,1
Re1 Rh2 Zn1,1
Li1 Na2 Ni1,1
B1 Fe2 Ni1,1
Hg1 Se2 Tc1,1
Bi1 Ga2 In1,1
Ga1 Mn2 Sr1,1
Cr1 Pd2 Ru1,1
Li1 Ni2 Re1,1
Au1 Cr2 Zn1,1
As1 Ba2 Ni1,1
Mo1 Pd2 Zn1,1
K1 Re2 Si1,1
B1 Co2 Pt1,1
Li1 V2 W1,1
Cu1 Nb2 Ru1,1
Ge1 Rb2 S1,1
B1 Na2 Si1,1
Ag1 Sr2 Zn1,1
Cd1 Co2 Ni1,1
Ca1 W2 Zr1,1
Mg1 Rh2 Ti1,1
Sb1 V2 W1,1
Al1 Ge2 Ti1,1
Cl1 Sn2 Te1,1
Ru1 Sb2 V1,1
Pd1 Rh2 Se1,1
Al1 K2 Se1,1
Fe1 K2 Tl1,1
Hf1 Os2 Pb1,1
Ca1 Nb2 Zr1,1
Ga1 Mo2 Ti1,1
Au1 Cd2 Cl1,1
Br1 Hf2 Zn1,1
Mn1 Nb2 Rh1,1
B1 Cd2 Mn1,1
Ca1 Sb2 V1,1
Pt1 Te2 V1,1
Bi1 Ir2 Se1,1
As1 In2 Si1,1
As1 Cd2 Te1,1
B1 Br2 Pb1,1
Be1 Li2 Ru1,1
Ag1 Ir2 W1,1
P1 Re2 Tc1,1
Pb1 Te2 Ti1,1
Cd1 Ru2 Sb1,1
Co1 K2 Re1,1
Bi1 Ca2 Cu1,1
Cu1 Ir2 V1,1
Hf1 Pb2 Re1,1
Ca1 Se2 Sn1,1
As1 Na2 Sb1,1
Mo1 Nb2 Ni1,1
As1 Pb2 Si1,1
Fe1 Mo2 Zn1,1
Hf1 Pt2 Si1,1
Ir1 K2 Re1,1
Ge1 Ir2 Pt1,1
Cd1 Hg2 Os1,1
Al1 As2 Cr1,1
Cd1 Pd2 Se1,1
Os1 Ti2 Zr1,1
Be1 Sr2 Te1,1
Br1 Mo2 Nb1,1
Bi1 Os2 Pt1,1
Bi1 Li2 Pd1,1
Mo1 W2 Zn1,1
Be1 Li2 Pb1,1
Be1 Br2 Si1,1
Li1 Ni2 Rh1,1
Au1 B2 P1,1
Mg1 Os2 Sr1,1
Br1 Ca2 Cd1,1
Au1 In2 Rh1,1
Be1 Cd2 Os1,1
Ir1 Na2 W1,1
Hf1 Mn2 Rh1,1
Ca1 Pb2 Zr1,1
Al1 Hf2 Li1,1
Br1 Ga2 K1,1
Fe1 Os2 Tc1,1
Cr1 Si2 Zn1,1
Ba1 In2 Sb1,1
Cd1 P2 Rh1,1
B1 Fe2 Si1,1
Ru1 Sr2 Ta1,1
Au1 K2 P1,1
Hf1 Li2 Re1,1
Nb1 Ta2 W1,1
Cd1 Cr2 Hf1,1
Be1 In2 P1,1
Ag1 K2 Li1,1
As1 Pd2 Re1,1
Si1 Tl2 Zn1,1
Re1 Tc2 Tl1,1
Mn1 Rh2 Sb1,1
Hf1 Ru2 Ta1,1
Au1 Ba2 Tc1,1
Bi1 Ru2 Sb1,1
Cd1 Ga2 Os1,1
Ba1 Ca2 Ga1,1
Cd1 Cu2 Ta1,1
Pt1 Ta2 Tc1,1
Ga1 Ge2 Sn1,1
Al1 Hg2 V1,1
Cd1 Ir2 Nb1,1
Cl1 K2 Sn1,1
B1 Br2 Cr1,1
Au1 Cl2 Se1,1
Hf1 Mn2 Se1,1
Ca1 Cu2 Li1,1
Sr1 Ta2 W1,1
Al1 Na2 Sn1,1
Hg1 In2 Sb1,1
Ca1 Pd2 Zn1,1
Au1 Sb2 Sn1,1
Cd1 Re2 Si1,1
Fe1 Hf2 Ru1,0
Ca1 Pt2 Sb1,1
Ca1 Na2 Pd1,1
Ba1 Ga2 Sn1,1
Au1 In2 Sb1,1
Fe1 Hf2 Pd1,1
Ir1 Ru2 Tl1,1
Ag1 Pt2 Sr1,1
Bi1 Cd2 Mo1,1
Au1 Be2 Tl1,1
Ir1 Mo2 Pd1,1
Au1 B2 Ti1,1
Pd1 Pt2 Ta1,1
Mo1 V2 Zr1,1
Ag1 Bi2 Pd1,1
Cr1 Cu2 Ir1,1
Hg1 Pb2 Se1,1
Ga1 Hf2 Ti1,1
Ge1 Si2 Ta1,1
Cl1 In2 Tc1,1
Cl1 Cr2 Sn1,1
P1 Re2 Zr1,1
B1 Ca2 Os1,1
Ag1 Ba2 Ta1,1
Bi1 Ta2 V1,1
In1 Se2 Zn1,1
Pd1 Sb2 Zr1,1
Ba1 Ga2 Te1,1
Ag1 Ge2 Te1,1
Br1 Ga2 Se1,1
Ba1 Fe2 Ni1,1
Ca1 Ge2 P1,0
Pb1 Pt2 Se1,1
Br1 K2 P1,1
Mn1 Re2 Tl1,1
Bi1 Os2 V1,1
Cd1 Mn2 Mo1,1
As1 Mn2 Pd1,1
Br1 Ga2 Pd1,1
Ni1 Pd2 Zr1,1
Bi1 Se2 Zn1,1
K1 Se2 Tc1,1
Os1 Rh2 Sb1,1
Au1 Cd2 W1,1
Ca1 Hf2 Ta1,1
Al1 Sn2 Zn1,1
Ag1 Ba2 Cl1,1
Bi1 Ge2 Zn1,1
Ag1 Co2 Li1,1
Mn1 Pd2 Ta1,1
Fe1 Ge2 Rh1,1
As1 Ir2 Nb1,1
Br1 Cl2 Na1,1
As1 Pb2 Rh1,1
Hg1 Ru2 V1,1
K4 Ni8 V4,1
Cr1 Mn2 W1,1
Cu1 Hg2 Tl1,1
Br1 Cl2 Mo1,1
Cd1 Si2 Tl1,1
Ga1 Li2 Ru1,1
Ag1 Ir2 Li1,1
Pd1 Rh2 Sn1,1
K1 Os2 Zr1,1
Cd1 Pd2 W1,1
Bi1 K2 Rh1,1
Br1 Ca2 Nb1,1
Ag1 B2 Li1,1
Au1 Cd2 Se1,1
Cr1 Os2 Pt1,1
Al1 Li2 Zn1,1
Ag1 Al2 Ir1,1
Bi1 Re2 Ti1,1
Co1 Hg2 Mo1,1
Ni1 Pt2 Sn1,1
Cr1 Ni2 Pt1,1
In1 Pt2 Zn1,1
Ag1 V2 Zr1,1
Ge1 Ir2 Ni1,1
Cl1 Fe2 Sr1,1
Ca1 Pt2 Tc1,1
Al1 Ta2 Zn1,1
In1 Ti2 Zr1,1
Be1 Tc2 V1,1
K1 Nb2 Se1,1
Al1 As2 Pd1,1
Sb1 Sn2 Te1,1
Al1 Hf2 Sn1,0
Cr1 Ge2 Mg1,1
Ag1 Ga2 Te1,1
Au1 P2 Pt1,1
Mn1 Nb2 Pb1,1
Au1 Pd2 W1,1
Br1 Cl2 Hg1,1
Ag1 Sn2 Ta1,1
As1 Bi2 Rh1,1
Ba1 Mn2 Sn1,1
Ba1 Cr2 Tc1,1
Cl1 Ir2 Tc1,1
Ir1 K2 Os1,1
Au1 Cu2 Sr1,1
Mg1 P2 Rh1,1
Hf1 Hg2 Ta1,1
Cr1 Cu2 Ni1,1
Au1 Ga2 Mg1,0
Co1 Os2 Tc1,1
Ga1 Ta2 Zr1,1
Ge1 Te2 Zr1,1
Na1 Pb2 Rh1,1
Ga1 In2 W1,1
Au1 Ni2 Pd1,1
In1 Mg2 Zr1,1
Co1 Os2 Sb1,1
As1 Ni2 Te1,1
Be1 Sb2 Si1,1
Be1 Cl2 Ni1,1
Mn1 Nb2 Tl1,1
Be1 Ca2 Hg1,1
Cr1 Pt2 Tc1,1
Ag1 Re2 Si1,1
Cu1 Ir2 Nb1,1
Bi1 Hg2 P1,1
Cl1 Li2 Zr1,1
As1 Li2 Se1,1
Pb1 Tc2 V1,1
Al1 As2 Li1,1
Al1 Hg2 Ru1,1
Al1 As2 Sr1,1
Rh1 Tl2 W1,1
B1 Te2 Tl1,1
Au1 Ir2 Si1,1
Fe1 Re2 Si1,1
Ge1 Mn2 Se1,1
Cr1 Mo2 Sr1,1
Cl1 Nb2 Se1,0
Al1 Pt2 Tc1,1
Ag1 As2 Cr1,1
Au1 Ni2 V1,1
As1 Cu2 Zr1,1
Ba1 Bi2 Si1,1
Al1 B2 Sn1,1
Bi1 Ir2 Ti1,1
Bi1 Pd2 Si1,1
Be1 In2 Sn1,1
Au1 Hg2 Na1,1
Co1 Os2 Tl1,1
Hf1 Re2 Ta1,0
Ge1 Os2 Pd1,1
Os1 Rh2 Ti1,1
Br1 Cd2 Tl1,1
Al1 As2 K1,1
Br1 Te2 Zn1,1
Re1 Ta2 Zn1,1
Cd1 Ir2 Os1,1
Br1 Ge2 Ru1,1
Cd1 Pt2 Rh1,1
Co1 Tl2 Zr1,1
Ba1 Ge2 Pb1,1
Pt1 Ru2 Ti1,1
K1 Tc2 Te1,1
Hf1 In2 Ti1,1
Ni1 Re2 W1,1
Ca1 Re2 Ti1,1
Os1 P2 Tl1,1
Cl1 Hg2 Se1,1
Al1 Os2 P1,1
Li1 Mo2 Rh1,1
Ag1 Fe2 Rh1,1
Au1 Ir2 Sn1,1
Os1 Si2 Te1,1
Cr1 Fe2 Pb1,1
As1 B2 Pb1,1
Br1 Tc2 V1,1
Cl1 Hf2 Se1,1
Cd1 In2 Os1,1
Bi1 Br2 Pt1,1
Rh1 Sn2 Sr1,1
Ga1 Sr2 Tc1,1
B1 Ru2 Sn1,1
Be1 Cr2 Te1,1
Mn1 Tc2 Zr1,1
Fe1 Mn2 Os1,1
Br1 Mn2 Ni1,1
Mg1 Se2 Sn1,1
Au1 Se2 V1,1
Co1 Cr2 Ge1,1
Hg1 Nb2 Se1,1
Ga1 Mo2 Ru1,1
Ba1 Re2 Ru1,1
As1 Ge2 Tc1,1
Be1 Nb2 Pd1,1
Au1 Cl2 K1,1
Cr1 Cu2 Hf1,1
Cl1 Na2 V1,1
Ca1 Ge2 Re1,1
Br1 Ir2 Nb1,1
Bi1 Pd2 Re1,1
As1 Fe2 K1,1
B1 Co2 Ta1,1
Be1 Si2 Te1,1
Cu1 Ta2 Tc1,1
Cr1 Fe2 V1,1
Hf1 Pt2 Tc1,1
Ba1 Co2 Fe1,1
Hf1 Pt2 Ru1,1
Os1 Ru2 Si1,1
Ge1 Mg2 Nb1,1
Co1 Ge2 Zn1,1
Cu1 Mo2 Tc1,1
Ge1 Rh2 Tl1,1
Sn1 Tl2 W1,1
B1 Ge2 Ni1,1
Fe1 Hg2 Rh1,1
Ba1 Bi2 Fe1,1
Au1 Cr2 Pt1,1
Cl1 Cu2 In1,1
Al1 Mg2 Sn1,1
Nb1 Ni2 Se1,1
Li1 Ni2 Pd1,1
Ag1 Mo2 Ru1,1
Mn1 Pd2 Sr1,1
Ga1 Hf2 Zn1,1
Be1 Ga2 Hg1,1
Br1 Ga2 Mn1,1
Hf1 Na2 Rh1,1
Bi1 Br2 Mo1,1
Al1 K2 Ru1,1
Cr1 Ga2 Sn1,0
Cl1 Ir2 Pt1,1
Fe1 K2 Ni1,1
B1 In2 Tl1,1
Hf1 Pd2 Ru1,1
Al1 Ca2 P1,1
Li1 Nb2 Tc1,1
B1 Pb2 Tc1,1
Na1 Ta2 Zr1,1
Hg1 In2 Zr1,1
Mn1 Pt2 Sr1,1
Ca1 Cu2 Os1,1
In1 Pt2 V1,1
Be1 Ir2 P1,1
Si1 Ti2 Zn1,1
Fe1 Hg2 Sb1,1
Ga1 Pb2 Ru1,1
Be1 Os2 Rh1,1
Hg1 Li2 Tl1,1
Na1 Ni2 W1,1
Hg1 Mg2 Mn1,1
Be1 Mo2 Sb1,1
Cd1 Cl2 Re1,1
B1 K2 Te1,1
Au1 Cd2 Te1,1
Cr1 P2 Pd1,1
Cr1 Rh2 Tc1,1
Br1 Os2 P1,1
Cu1 Mo2 Sn1,1
Ba1 Co2 Se1,1
Cd1 Nb2 W1,1
Re1 Ru2 V1,1
Hf1 Ti2 Tl1,1
Br1 P2 Ru1,1
Cu1 Mg2 Ru1,1
Mg1 Tc2 Tl1,1
Cl1 Ge2 Sb1,1
Bi1 Os2 P1,1
Ag1 Cr2 V1,1
